,PRICE,PRICE,PRICE,PRICE,EMA,ema_period
,open,high,low,close,,
Timestamp,,,,,,
2023-06-10 01:00:00,1839.115493291,1845.3601675181,1812.5652683001,1812.5652683001,1843.379829434448,25
2023-06-10 04:30:00,1812.5652683001,1812.5652683001,1735.1831071712,1736.1585506291,1835.1320387571136,25
2023-06-10 08:00:00,1735.9301905717,1745.2715820206,1699.5865529504,1741.6026385135,1827.9374695076049,25
2023-06-10 11:30:00,1742.098161741,1750.4036897367,1738.614589048,1744.0919273287,1821.48781241692,25
2023-06-10 15:00:00,1744.0919273287,1771.6412039788,1724.2608449876,1737.4980141323,1815.0270587027185,25
2023-06-10 18:30:00,1737.1556088679,1747.1293810456,1737.0367513602,1745.3575610867,1809.6678665784093,25
2023-06-10 22:00:00,1744.297313447,1757.6053114616,1744.297313447,1746.5698109526,1804.8141699918087,25
2023-06-11 01:30:00,1746.5698109526,1757.2943551368,1746.5698109526,1757.2943551368,1801.1587996183466,25
2023-06-11 05:00:00,1757.6456649873,1759.1226255765,1753.4787466674,1755.3820321073,1797.6375098098047,25
2023-06-11 08:30:00,1755.3820321073,1755.4833528312,1747.5043677877,1755.238585248,1794.3760540742812,25
2023-06-11 12:00:00,1754.6592610637,1755.0947356203,1740.8990483941,1746.2207058403,1790.6717965178213,25
2023-06-11 15:30:00,1746.2207058403,1762.995464153,1742.1918681926,1759.8652748151,1788.3020640791506,25
2023-06-11 19:00:00,1759.8652748151,1776.8076866121,1757.2627255479,1759.7296264408,1786.1041842608158,25
2023-06-11 22:30:00,1759.7296264408,1759.7308797082,1744.6919498939,1747.274555277,1783.1172897235992,25
2023-06-12 02:00:00,1747.274555277,1747.8820987602,1727.4744245153,1737.9403196388,1779.642138178615,25
2023-06-12 05:30:00,1738.1400816463,1747.1075368784,1733.0018552081,1744.7803734211,1776.9604639664985,25
2023-06-12 09:00:00,1744.1901344756,1756.7819502142,1744.1901344756,1744.3450646745,1774.4515870978832,25
2023-06-12 12:30:00,1744.3450646745,1747.1243093711,1730.5851680962,1733.5192210119,1771.3029435528076,25
2023-06-12 16:00:00,1733.4311090132,1745.8953065637,1721.0277609136,1731.134978832,1768.2131001127455,25
2023-06-12 19:30:00,1731.134978832,1746.3368707998,1729.8243579528,1742.0367455176,1766.1995343746573,25
2023-06-12 23:00:00,1742.0367455176,1753.1271788813,1729.6639242287,1741.8248326913,1764.3245573220913,25
2023-06-13 02:30:00,1741.8250182142,1754.2849937007,1741.0067345668,1750.1642554261,1763.2353033300922,25
2023-06-13 06:00:00,1750.1646718849,1757.0523765274,1747.3241280343,1750.6472817813,1762.2669939801851,25
2023-06-13 09:30:00,1750.6472817813,1764.6212404243,1729.5474480089,1743.4403236066,1760.8187885668324,25
2023-06-13 13:00:00,1743.4403184685,1744.8306753739,1726.4435037129,1734.9115449329,1758.8259236719146,25
2023-06-13 16:30:00,1734.9115449329,1750.2290860239,1734.9115449329,1740.2933439702,1757.4003406179365,25
2023-06-13 20:00:00,1740.2933439702,1743.4438391907,1734.0912278027,1737.2124854432,1755.8474286814185,25
2023-06-13 23:30:00,1737.2125411166,1749.7476217808,1737.2125411166,1745.8737972591,1755.0802262643172,25
2023-06-14 03:00:00,1745.8737972591,1746.6662296083,1738.1772334996,1738.844066164,1753.8312908719852,25
2023-06-14 06:30:00,1738.844066164,1745.9941007779,1738.7961287823,1745.5572616236,1753.1948270836479,25
2023-06-14 10:00:00,1745.5584465892,1749.69750286,1744.2757124205,1744.2757172215,1752.5087417096365,25
2023-06-14 13:30:00,1744.2757177047,1744.2757177047,1739.3012043621,1740.4298151664,1751.5795935140031,25
2023-06-14 17:00:00,1740.4298151664,1746.3557289689,1669.9079822795,1685.1580862377,1746.4702468004416,25
2023-06-14 20:30:00,1685.1580835689,1685.1580835689,1637.2032682097,1652.0717059455,1739.208820580831,25
2023-06-15 00:00:00,1651.7791504815,1656.659046266,1644.1156826217,1648.6052447877,1732.23931475059,25
2023-06-15 03:30:00,1648.9341410878,1654.2258786737,1636.6698877386,1636.9854413801,1724.9120937220907,25
2023-06-15 07:00:00,1636.9854413801,1644.3533108082,1629.9260443349,1638.0611094243,1718.231248776107,25
2023-06-15 10:30:00,1638.0611094243,1648.6806935923,1632.282341463,1647.8600130128,1712.818076794314,25
2023-06-15 14:00:00,1647.4499024957,1647.4499024957,1634.5845254491,1637.7384256069,1707.042719010667,25
2023-06-15 17:30:00,1637.7384256069,1672.0686359876,1637.7384256069,1669.7973247412,1704.1776886822465,25
2023-06-15 21:00:00,1668.6096789015,1682.1682221074,1662.2665612125,1662.2665612125,1700.9537557999583,25
2023-06-16 00:30:00,1662.2665612125,1668.2133613683,1660.4572000126,1667.5058961944,1698.3808435226076,25
2023-06-16 04:00:00,1667.5058961944,1673.0573810856,1665.8707508301,1670.7978959387,1696.2590783238456,25
2023-06-16 07:30:00,1670.7978959387,1674.3683212988,1668.3109252107,1668.3157718323,1694.1095932091114,25
2023-06-16 11:00:00,1669.2831286359,1671.8543954339,1662.2133240321,1663.1315199572,1691.726664497426,25
2023-06-16 14:30:00,1663.1315009049,1702.2271780173,1652.8658717959,1697.2036776426,1692.147973200901,25
2023-06-16 18:00:00,1698.0233371671,1727.0256184485,1694.1995189747,1719.005714591,1694.2139533078318,25
2023-06-16 21:30:00,1719.005714591,1719.0067672786,1715.2827509664,1716.4327333687,1695.923090235591,25
2023-06-17 01:00:00,1716.6233277419,1719.7297796402,1714.1269176278,1717.8148097783,1697.6070686619532,25
2023-06-17 04:30:00,1717.8148097783,1762.4929822332,1717.8148097783,1743.2149617551,1701.1153681306569,25
2023-06-17 08:00:00,1743.1514359851,1746.6598025359,1736.5327385546,1740.172521465,1704.119764540991,25
2023-06-17 11:30:00,1740.1724980702,1742.0331622074,1731.0361713303,1736.036945991,1706.5749323448379,25
2023-06-17 15:00:00,1736.036945991,1736.2515636304,1717.594355184,1726.4269867207,1708.1020134506737,25
2023-06-17 18:30:00,1726.4269867207,1730.8726795381,1723.7282139309,1728.6763391136,1709.6846538862835,25
2023-06-17 22:00:00,1728.7574004823,1731.4027068436,1720.1995729734,1725.7569567041,1710.9209848722696,25
2023-06-18 01:30:00,1725.5809210949,1728.6311191532,1725.4682650462,1728.6311190126,1712.2833028830644,25
2023-06-18 05:00:00,1728.6311196134,1736.2644557705,1722.858575261,1726.5403482426,1713.3799986799518,25
2023-06-18 08:30:00,1726.6790553844,1733.3364959207,1726.6790553844,1732.9726078283,1714.8871224605941,25
2023-06-18 12:00:00,1733.4838620241,1739.9726406967,1731.5627956733,1737.1323452097,1716.5982934412948,25
2023-06-18 15:30:00,1737.1325803278,1747.0980190366,1736.915240742,1739.4096234961,1718.3530111378182,25
2023-06-18 19:00:00,1739.2609640603,1742.6530277751,1721.4869564491,1726.5384455331,1718.9826599374553,25
2023-06-18 22:30:00,1726.8874821624,1726.9720364913,1711.0740124106,1726.1829151792,1719.5365257252818,25
2023-06-19 02:00:00,1726.1829159595,1727.0237717969,1720.960409423,1723.8749642946,1719.8702517690756,25
2023-06-19 05:30:00,1724.0339440569,1727.0132006817,1721.5109930554,1721.5111256758,1719.9964728388238,25
2023-06-19 09:00:00,1721.5111256355,1734.9557232489,1721.2227306371,1729.8494903557,1720.754397263199,25
2023-06-19 12:30:00,1729.8494904203,1732.0997046811,1716.2576272093,1720.8260246782,1720.759907064353,25
2023-06-19 16:00:00,1720.824867422,1750.6638233254,1703.7719187649,1722.8028020137,1720.9170528296875,25
2023-06-19 19:30:00,1722.8028020137,1736.4377480338,1719.5198742313,1734.7242371581,1721.979143931873,25
2023-06-19 23:00:00,1734.5574426719,1749.3571598831,1733.4552147249,1734.4261907798,1722.9366090740214,25
2023-06-20 02:30:00,1734.4261907798,1735.5385473707,1729.8463392942,1729.8463392942,1723.4681267832661,25
2023-06-20 06:00:00,1729.7584425729,1729.8433532036,1724.4046187223,1725.3011669278,1723.6091298713072,25
2023-06-20 09:30:00,1725.3011669278,1738.2953460472,1725.3011669278,1731.622957817,1724.2255781748222,25
2023-06-20 13:00:00,1731.622957817,1741.508601615,1716.8647290381,1739.5728505699,1725.4061375898282,25
2023-06-20 16:30:00,1740.3060794239,1792.0313149875,1739.2305956125,1781.223297072,1729.699765242303,25
2023-06-20 20:00:00,1781.041826806,1791.6124983786,1775.3899411549,1788.4649735248,1734.2201658794183,25
2023-06-20 23:30:00,1789.0193788163,1824.5841356137,1787.2650231973,1810.2245330081,1740.0666556585477,25
2023-06-21 03:00:00,1810.1118730409,1820.6380984636,1807.6119594661,1814.8879801172,1745.8221421553674,25
2023-06-21 06:30:00,1814.7361126944,1814.7361126944,1808.1650270764,1813.4050578919,1751.0208279812546,25
2023-06-21 10:00:00,1813.3377660065,1839.8258588548,1809.5401573147,1823.2377093525,1756.5759727021198,25
2023-06-21 13:30:00,1823.2377093525,1896.9248737534,1818.9647968554,1869.8064054543,1765.2860059907491,25
2023-06-21 17:00:00,1870.8630134074,1883.4305824919,1855.5318519257,1882.7611440341,1774.322555071007,25
2023-06-21 20:30:00,1882.7611440341,1900.8127452327,1871.7298599288,1889.476140472,1783.1805231787757,25
2023-06-22 00:00:00,1889.7832076359,1941.75625262,1882.8902073135,1918.7640801473,1793.61002756097,25
2023-06-22 03:30:00,1918.7640801473,1918.7640801473,1904.320898979,1908.0764185211,1802.4151345579032,25
2023-06-22 07:00:00,1908.0764185211,1911.1923592229,1905.4064215806,1909.9240918489,1810.6850543495186,25
2023-06-22 10:30:00,1909.7009730824,1909.7009730824,1880.8950417783,1900.1986213389,1817.570713348702,25
2023-06-22 14:00:00,1899.7490967352,1902.6525355809,1869.4100492657,1881.852042139,1822.5154309479556,25
2023-06-22 17:30:00,1882.705694029,1892.6565735447,1881.7621650689,1886.3399856191,1827.4250120765053,25
2023-06-22 21:00:00,1886.0615882337,1886.3577858219,1868.5005247956,1878.4137416504,1831.347222043728,25
2023-06-23 00:30:00,1878.5939354002,1882.9826369826,1863.0863448265,1881.9930034348,1835.2430513815027,25
2023-06-23 04:00:00,1882.3279542899,1885.7530904331,1876.9217515934,1876.9217515934,1838.4491052439564,25
2023-06-23 07:30:00,1876.9217515934,1887.9470459495,1876.1781473993,1877.8426520762,1841.479378077206,25
2023-06-23 11:00:00,1877.5964823755,1881.5642215056,1862.5476556543,1873.9726780974,1843.9788626941443,25
2023-06-23 14:30:00,1874.1291399031,1934.4435745633,1874.1291399031,1923.3473450721,1850.0841305693716,25
2023-06-23 18:00:00,1922.7617942295,1922.7617942295,1889.0896465656,1902.9190734591,1854.1483569455047,25
2023-06-23 21:30:00,1902.3861143976,1902.3861143976,1876.6738859716,1882.6900205728,1856.3438695322197,25
2023-06-24 01:00:00,1882.0802044733,1896.1989286464,1880.742552626,1895.884586723,1859.3854631622798,25
2023-06-24 04:30:00,1895.7461931833,1895.7461931833,1883.718843844,1883.8718227278,1861.2690292827047,25
2023-06-24 08:00:00,1884.1273484897,1891.5821968464,1884.1273484897,1891.5821968464,1863.6008114029892,25
2023-06-24 11:30:00,1891.5821968464,1906.8865232297,1889.0333767381,1891.9935057702,1865.7848648158517,25
2023-06-24 15:00:00,1892.3477504136,1892.3477504136,1867.2008042278,1887.7444428212,1867.4740631239556,25
2023-06-24 18:30:00,1887.014825077,1887.6913377941,1868.0276408869,1876.69563824,1868.1834150559591,25
2023-06-24 22:00:00,1875.9773280233,1879.8851220342,1870.5461969092,1879.8851220342,1869.0835463619778,25
2023-06-25 01:30:00,1879.8851220342,1914.9628650668,1878.5820635962,1906.4590236754,1871.958583078395,25
2023-06-25 05:00:00,1906.7366254341,1933.7852829104,1904.2912984697,1918.1786872981,1875.5139757106801,25
2023-06-25 08:30:00,1918.1786872981,1923.6083327989,1909.0006737746,1917.1803783903,1878.7190836091127,25
2023-06-25 12:00:00,1917.4551755794,1918.521152937,1883.1216109906,1887.3123317841,1879.3801026994965,25
2023-06-25 15:30:00,1887.1981655072,1892.9748909023,1881.282721915,1892.9748909023,1880.425855638174,25
2023-06-25 19:00:00,1893.2615965633,1905.7901159768,1885.912314597,1905.1088675071,1882.324548858861,25
2023-06-25 22:30:00,1904.6638713632,1906.1313954219,1867.6521211294,1876.5986682526,1881.884096504533,25
2023-06-26 02:00:00,1877.1754757104,1880.5664536171,1872.0130174702,1873.5114901729,1881.2400498636384,25
2023-06-26 05:30:00,1874.0109399035,1903.5346075485,1874.0109399035,1893.2890461619,1882.1668957327356,25
2023-06-26 09:00:00,1893.4622663031,1893.5227680883,1874.791871342,1878.8069357653,1881.9084372737022,25
2023-06-26 12:30:00,1878.8069357653,1909.1381320765,1869.4924758736,1889.5890074627,1882.4992503651636,25
2023-06-26 16:00:00,1889.5853411841,1889.8739385957,1838.2334011752,1847.5644249633,1879.8119561034819,25
2023-06-26 19:30:00,1848.1353220298,1862.3300230754,1848.1353220298,1858.1949567699,1878.1491100008989,25
2023-06-26 23:00:00,1858.3895274969,1866.4679823821,1856.4725078952,1864.6884929408,1877.1136779193528,25
2023-06-27 02:30:00,1865.1458408801,1878.1752035033,1865.1458408801,1866.3448671455,1876.2853078598257,25
2023-06-27 06:00:00,1866.3448671455,1879.9913369952,1865.7326397269,1876.3378055663,1876.2893461449391,25
2023-06-27 09:30:00,1876.3378055663,1888.398543018,1874.8047455819,1885.2829975667,1876.9811654850746,25
2023-06-27 13:00:00,1885.1241290543,1894.7237234961,1866.4688126591,1882.2244776509,1877.3844971901383,25
2023-06-27 16:30:00,1882.3911813611,1911.0367592608,1882.3911813611,1896.6302767436,1878.864941771174,25
2023-06-27 20:00:00,1896.4634408669,1896.4634408669,1886.0663424796,1886.6112240082,1879.460809635561,25
2023-06-27 23:30:00,1886.8836602428,1890.644097704,1856.6014618995,1861.1197908282,1878.049962034995,25
2023-06-28 03:00:00,1861.2341010589,1870.8639982123,1861.2341010589,1863.7504421716,1876.94999896858,25
2023-06-28 06:30:00,1863.9218650501,1866.2210186738,1849.3423718502,1860.9905898315,1875.7223521118817,25
2023-06-28 10:00:00,1860.9914445096,1863.8727417686,1847.6056405579,1857.3351985682,1874.3079556854448,25
2023-06-28 13:30:00,1857.3351985682,1866.7370342037,1851.110892077,1857.1381976194,1872.98720506498,25
2023-06-28 17:00:00,1856.9603276541,1856.9603276541,1818.5882542801,1830.0482428706,1869.6842079731045,25
2023-06-28 20:30:00,1830.3437821894,1836.1634755255,1828.3617607111,1830.4095490942,1866.663080367035,25
2023-06-29 00:00:00,1830.6997182606,1843.2082282278,1830.6997182606,1837.9028610538,1864.4507558044786,25
2023-06-29 03:30:00,1837.9028610538,1842.7798942841,1837.4612335455,1838.8825730839,1862.4839725182803,25
2023-06-29 07:00:00,1838.9376477444,1865.1984362178,1838.9376477444,1864.3405203387,1862.626783889082,25
2023-06-29 10:30:00,1864.6413082639,1877.7027447633,1854.8809827221,1855.9601962406,1862.1139694545836,25
2023-06-29 14:00:00,1856.5537871698,1859.9149185533,1843.8988871775,1856.7814790849,1861.7037778876852,25
2023-06-29 17:30:00,1856.7814790849,1859.0157854665,1845.7909620623,1848.0058341199,1860.650089905548,25
2023-06-29 21:00:00,1848.4336801292,1855.1504482681,1848.4336801292,1855.1504482681,1860.2270405488212,25
2023-06-30 00:30:00,1855.1504482681,1877.0152199587,1843.9207811657,1871.6706767643,1861.1073202577043,25
2023-06-30 04:00:00,1872.1235401331,1905.6035629433,1871.9731065686,1876.6030291464,1862.2992978645273,25
2023-06-30 07:30:00,1876.6055194387,1892.468186737,1876.6055194387,1891.6274404303,1864.5553088311253,25
2023-06-30 11:00:00,1891.1687437122,1911.1146777857,1841.3670280699,1857.6789092059,1864.0263550138004,25
2023-06-30 14:30:00,1857.6789092059,1942.7931920026,1845.5418779328,1929.6372597791,1869.0733476880544,25
2023-06-30 18:00:00,1930.3223908577,1939.8554179294,1916.0820271061,1929.3826367093,1873.7125237666119,25
2023-06-30 21:30:00,1930.0482669638,1941.3659735895,1929.5151564251,1934.0037781121,1878.3503125624186,25
2023-07-01 01:00:00,1933.331991688,1933.331991688,1912.2453435862,1913.1449128173,1881.0268202743325,25
2023-07-01 04:30:00,1913.1449128173,1922.9329294644,1912.1755773519,1918.7784157158,1883.9307891544456,25
2023-07-01 08:00:00,1918.7784157158,1922.9504180979,1912.8635325518,1922.444190592,1886.8933584957963,25
2023-07-01 11:30:00,1922.444190592,1926.7926891437,1922.444190592,1923.0271475881,1889.672880733666,25
2023-07-01 15:00:00,1922.7107974197,1922.7107974197,1919.0244956373,1919.0244956373,1891.930697264715,25
2023-07-01 18:30:00,1919.4993195961,1921.9026171958,1919.4993195961,1921.9026171958,1894.2362295671064,25
2023-07-01 22:00:00,1921.9026171958,1925.0000289061,1919.5859712712,1921.7631417198,1896.353684348083,25
2023-07-02 01:30:00,1921.7623729181,1921.7623729181,1912.1689882129,1914.4856786421,1897.7484531399307,25
2023-07-02 05:00:00,1914.4856786421,1916.3207904799,1913.6412549896,1916.3207904799,1899.1770944737746,25
2023-07-02 08:30:00,1916.3207915762,1920.4550037016,1913.401162004,1920.4550037016,1900.813856722069,25
2023-07-02 12:00:00,1920.4513735047,1926.5337130127,1897.58773497,1911.887445579,1901.6656712495253,25
2023-07-02 15:30:00,1912.1583044847,1923.7054401068,1904.4399912015,1911.0541914624,1902.3878651120542,25
2023-07-02 19:00:00,1911.0546679459,1960.2695718552,1911.0546679459,1952.991870429,1906.2804809056656,25
2023-07-02 22:30:00,1952.9920086003,1962.2758165251,1921.3314451834,1944.7032914867,1909.2360817195915,25
2023-07-03 02:00:00,1944.7032914867,1954.6079678823,1943.4198901503,1947.7745843482,1912.2005819217923,25
2023-07-03 05:30:00,1947.7745843482,1974.6772469231,1943.9295047325,1960.5735832313,1915.9215820225238,25
2023-07-03 09:00:00,1960.5735832313,1964.4479631202,1954.6219223275,1959.7303278105,1919.2914855446759,25
2023-07-03 12:30:00,1959.7303278105,1974.2601179025,1958.996623554,1968.4312674178,1923.0714687656855,25
2023-07-03 16:00:00,1967.9832163371,1972.258421623,1956.3722166922,1972.258421623,1926.8550805239406,25
2023-07-03 19:30:00,1972.258421623,1973.0430737548,1949.699342481,1954.5139235206,1928.9826838313759,25
2023-07-03 23:00:00,1954.2289433552,1958.1884703395,1952.0288414769,1954.0357704999,1930.9098443443395,25
2023-07-04 02:30:00,1954.0357704999,1965.1826253529,1949.0761711225,1952.8390409236,1932.5967056196673,25
2023-07-04 06:00:00,1952.8390409236,1955.2996914761,1947.2804538918,1952.7135020664,1934.1441515001854,25
2023-07-04 09:30:00,1952.6748133313,1960.5319637828,1952.6748133313,1957.6496471139,1935.9522665473944,25
2023-07-04 13:00:00,1957.6496471139,1963.3841047075,1952.5655178476,1962.5216396172,1937.9960644758412,25
2023-07-04 16:30:00,1962.7535175225,1962.7535175225,1933.9816232534,1936.3296957592,1937.867882266869,25
2023-07-04 20:00:00,1936.0634375364,1940.795130892,1934.4597156663,1939.3907900553,1937.9850290198253,25
2023-07-04 23:30:00,1939.1242485957,1940.9588061092,1936.0024060165,1940.9588061092,1938.2137811036234,25
2023-07-05 03:00:00,1940.9588061092,1941.8357999437,1935.1609349012,1935.4960253321,1938.0047229673526,25
2023-07-05 06:30:00,1935.4960253321,1937.4847214419,1924.1914253328,1924.1914253328,1936.9421616108486,25
2023-07-05 10:00:00,1924.1914253328,1925.2346519989,1897.6439441648,1898.6251819144,1933.994701634199,25
2023-07-05 13:30:00,1898.6251819144,1909.215992817,1896.8109537593,1907.7321202638,1931.9745030672452,25
2023-07-05 17:00:00,1907.7321202638,1916.211090696,1906.2248109896,1908.1110112268,1930.1388498487497,25
2023-07-05 20:30:00,1908.4008149706,1914.8853525508,1908.4008149706,1911.6793366952,1928.7188872984766,25
2023-07-06 00:00:00,1911.3900693459,1913.6155038364,1900.5187563322,1913.6155038364,1927.5570885706247,25
2023-07-06 03:30:00,1913.6155038364,1924.4740747512,1908.902740831,1924.3328785514,1927.3090724152999,25
2023-07-06 07:00:00,1924.3328785514,1955.7246765426,1924.3328785514,1939.5074113222,1928.2474061773692,25
2023-07-06 10:30:00,1939.5074113222,1942.2167980304,1890.8864144456,1890.8864144456,1925.3734837364639,25
2023-07-06 14:00:00,1891.4978252224,1895.6303436721,1867.7075586657,1885.3049862443,1922.2912916216821,25
2023-07-06 17:30:00,1885.3049862443,1893.4963383813,1882.7039639356,1883.0040373565,1919.269195139745,25
2023-07-06 21:00:00,1883.3040656924,1885.5887339443,1829.4305072318,1842.6599876797,1913.3761791812801,25
2023-07-07 00:30:00,1842.6599876797,1862.4414662515,1837.7668400786,1858.3960796476,1909.1469407556124,25
2023-07-07 04:00:00,1858.3960796476,1861.6924030829,1854.8847452252,1856.2699601562,1905.079480709504,25
2023-07-07 07:30:00,1856.2699601562,1865.1293930324,1854.9214688843,1861.9461877035,1901.7615350936576,25
2023-07-07 11:00:00,1862.0989657622,1875.7717103263,1853.3263239042,1871.1101106734,1899.4037332151763,25
2023-07-07 14:30:00,1871.4088694452,1874.2122062436,1866.2305593501,1867.172255291,1896.9243887594707,25
2023-07-07 18:00:00,1866.8773200334,1869.8216457914,1856.7953737773,1869.8216457914,1894.8395623773117,25
2023-07-07 21:30:00,1870.1006665669,1870.1446435842,1867.6440839856,1869.9114537826,1892.9220155623339,25
2023-07-08 01:00:00,1870.0776532109,1871.3632545518,1863.2095350655,1863.2095350655,1890.6364401395006,25
2023-07-08 04:30:00,1863.2095350655,1863.706250962,1857.8373649001,1860.7304485379,1888.3359792470699,25
2023-07-08 08:00:00,1860.7304485379,1866.3305565713,1859.7679595421,1859.7679595421,1886.1384392697646,25
2023-07-08 11:30:00,1859.7679595421,1860.5288339148,1857.5795650243,1860.524651188,1884.1681478788598,25
2023-07-08 15:00:00,1860.524651188,1864.3875363662,1858.5356715788,1858.5356715788,1882.1964189327014,25
2023-07-08 18:30:00,1858.5404846831,1858.5404846831,1844.9353506657,1854.3091609911,1880.0512452448859,25
2023-07-08 22:00:00,1854.7189674287,1872.6101866662,1854.7189674287,1869.4156039715,1879.2331189930871,25
2023-07-09 01:30:00,1869.2330105734,1871.4649935216,1868.0461015706,1868.7968971804,1878.4303326998038,25
2023-07-09 05:00:00,1868.7968971804,1869.0197504661,1866.5969544736,1867.0445294644,1877.554501681696,25
2023-07-09 08:30:00,1867.1217172556,1868.184001316,1866.7981097732,1867.9427466916,1876.815135913227,25
2023-07-09 12:00:00,1867.9427466916,1877.1986109964,1858.8424945992,1866.3653396021,1876.0113054277558,25
2023-07-09 15:30:00,1865.9115699861,1867.0443563782,1864.7551958653,1867.0443563782,1875.3215401162518,25
2023-07-09 19:00:00,1867.0668788538,1870.7703857308,1858.5625523284,1862.3199839081,1874.3214204079325,25
2023-07-09 22:30:00,1862.5512757299,1867.322339367,1849.3070271849,1855.0485139424,1872.8388891413533,25
2023-07-10 02:00:00,1855.0485139424,1866.4736270917,1855.0485139424,1862.2269443684,1872.0225856972802,25
2023-07-10 05:30:00,1862.2269443684,1862.2269443684,1851.3653133139,1855.0364953518,1870.7159633630126,25
2023-07-10 09:00:00,1855.0364953518,1866.2002066267,1855.0364953518,1866.2002066267,1870.3685974602195,25
2023-07-10 12:30:00,1866.0625743598,1872.7154390095,1861.7534716987,1871.398180802,1870.447796178818,25
2023-07-10 16:00:00,1871.1704991364,1894.0416315885,1868.2376489083,1890.2246945777,1871.969096055655,25
2023-07-10 19:30:00,1890.2246945777,1903.1045627429,1868.2211042522,1874.6028810013,1872.1716948976277,25
2023-07-10 23:00:00,1874.835271882,1882.2456251891,1874.835271882,1881.8003390847,1872.912359835095,25
2023-07-11 02:30:00,1881.6676899044,1881.6676899044,1876.3374608582,1878.2663027843,1873.3242016004185,25
2023-07-11 06:00:00,1878.2663027843,1891.0892000035,1869.0209758805,1869.5216476988,1873.0316974541402,25
2023-07-11 09:30:00,1869.5216476988,1870.0522345272,1864.9278535142,1869.7486148781,1872.7791526405988,25
2023-07-11 13:00:00,1869.7486148781,1880.8273802607,1864.0821294452,1868.249541419,1872.4307210081681,25
2023-07-11 16:30:00,1868.4665701618,1874.2045994834,1868.4665701618,1872.8759857517,1872.4649721422861,25
2023-07-11 20:00:00,1872.8759857517,1877.5903734069,1872.8759857517,1877.5903734069,1872.8592337780256,25
2023-07-11 23:30:00,1878.0978391869,1887.050353261,1878.0978391869,1884.1398006873,1873.7269696941237,25
2023-07-12 03:00:00,1883.9215451842,1890.3629086601,1880.5373531738,1890.0190634386,1874.9802076744681,25
2023-07-12 06:30:00,1890.0190634386,1894.2009727142,1888.5390144779,1888.5390144779,1876.0231928131936,25
2023-07-12 10:00:00,1888.5390144779,1898.0245763344,1883.6052277759,1886.8482332838,1876.8558882340096,25
2023-07-12 13:30:00,1887.0167811347,1899.4272269146,1881.0098274896,1885.1549062787,1877.4942742374474,25
2023-07-12 17:00:00,1885.394074833,1889.2629735859,1863.7329559123,1871.6351639994,1877.0435734499054,25
2023-07-12 20:30:00,1871.4164434235,1872.3643578607,1866.5864930669,1872.3643578607,1876.6836337891973,25
2023-07-13 00:00:00,1872.602306021,1873.8945020843,1868.6813677914,1868.6813677914,1876.0680748662899,25
2023-07-13 03:30:00,1868.50652099,1871.8116609838,1864.4484106834,1871.8116609838,1875.7406584137907,25
2023-07-13 07:00:00,1871.8116609838,1884.0330064399,1871.7267849904,1882.0231963213,1876.2239305605224,25
2023-07-13 10:30:00,1882.0231963213,1886.5821674054,1878.6745241327,1885.8807008059,1876.9667590409363,25
2023-07-13 14:00:00,1886.66421072,1970.0679791588,1880.5387833608,1964.496772633,1883.6998370095566,25
2023-07-13 17:30:00,1963.8042186036,2008.2857780807,1962.3840555931,1983.6653074341,1891.3894885806756,25
2023-07-13 21:00:00,1983.6653074341,2012.0087768677,1973.2287092331,2005.4107481487,1900.1603547012928,25
2023-07-14 00:30:00,2005.6113980833,2035.4376498127,2003.6876179763,2008.0754563297,1908.4615163650165,25
2023-07-14 04:00:00,2008.0754563297,2010.5520221527,2001.2624771702,2001.8057001613,1915.6418381955,25
2023-07-14 07:30:00,2001.8057001613,2001.8057001613,1986.3493929423,1989.6394594983,1921.3339629111001,25
2023-07-14 11:00:00,1989.6394594983,2001.7833257814,1987.7694635349,1996.3817007973,1927.1068658254235,25
2023-07-14 14:30:00,1996.7997174071,2006.0992480552,1963.834583531,1963.834583531,1929.9320748796988,25
2023-07-14 18:00:00,1963.109947491,1966.0386263546,1904.0651130657,1924.3266760027,1929.5008903506991,25
2023-07-14 21:30:00,1924.3266760027,1940.2898002216,1922.2224240778,1931.7303745958,1929.672389138784,25
2023-07-15 01:00:00,1931.3908509904,1935.2634852347,1929.4853800902,1932.0590733289,1929.8559802303316,25
2023-07-15 04:30:00,1932.0590733289,1942.1851944449,1930.1136319533,1941.681822524,1930.765660406768,25
2023-07-15 08:00:00,1941.4785978311,1945.9071229645,1939.4366266002,1940.838976234,1931.5405308550166,25
2023-07-15 11:30:00,1940.838976234,1940.838976234,1934.0282150098,1934.0282150098,1931.7318911746154,25
2023-07-15 15:00:00,1934.0282150098,1934.8824566484,1931.2644522887,1931.2828311655,1931.6973480969912,25
2023-07-15 18:30:00,1931.5822529728,1937.4152614344,1926.7676217525,1930.1646763777,1931.5794502724304,25
2023-07-15 22:00:00,1930.1705821025,1934.3344953898,1929.3072953039,1934.3344953898,1931.7913768199205,25
2023-07-16 01:30:00,1934.5182217202,1935.7185094563,1915.814932309,1924.3639619609,1931.2200372153807,25
2023-07-16 05:00:00,1924.4743110754,1931.3199335787,1923.4525777508,1928.1615920379,1930.9847722017284,25
2023-07-16 08:30:00,1928.1615920379,1935.0370173803,1928.1615920379,1931.8290840822,1931.0497192694572,25
2023-07-16 12:00:00,1931.8290840822,1941.8090677208,1931.0197685653,1939.7010889162,1931.7152092422837,25
